step,execution_bon_16x16_acc,execution_bon_16x16_accumulate_acc,execution_bon_4x4_acc,execution_bon_4x4_accumulate_acc,execution_case_acc,execution_case_accumulate_acc,execution_code_acc,execution_code_accumulate_acc,execution_p_00,execution_p_01_as_logged,recorded_at,reward_case_reward_mean,reward_case_reward_num_groups,reward_case_reward_num_samples,reward_case_reward_std,reward_code_reward_mean,reward_code_reward_num_groups,reward_code_reward_num_samples,reward_code_reward_std,reward_problems_skipped,reward_problems_total,reward_problems_used,reward_reward_mode,reward_rollout_debug_meta_enabled,reward_rollout_debug_meta_max_problems_per_step,reward_rollout_debug_meta_slots_remaining_after_step,reward_rollout_debug_meta_truncate_chars,sampling_mean_case_response_tokens,sampling_mean_code_response_tokens
271,0.32,0.4175,0.3,0.3925,0.5522959183673469,0.6797385620915033,0.286875,0.35515625,0.17113335485954148,0.24964336661911557,2026-04-04T21:11:56,0.3664,0,784,0.5879,0.3552,6,1600,0.4407,0,100,100,gt_based,0,,0,,487.134375,505.85625
272,0.33,0.4592220828105395,0.29,0.4341279799247177,0.5305232558139535,0.6372126436781609,0.2175,0.3280269761606023,0.08204956463496316,0.2828035859820701,2026-04-04T21:19:15,0.3465,2,688,0.5242,0.3278,7,1600,0.4057,0,100,100,gt_based,0,,0,,493.463125,506.406875
273,0.28,0.41375,0.21,0.33625,0.4878048780487805,0.5648016997167139,0.220625,0.331328125,0.10137581462708183,0.3403643336529243,2026-04-04T21:27:11,0.2502,2,656,0.5636,0.3313,7,1600,0.422,0,100,100,gt_based,0,,0,,521.038125,510.156875
274,0.28,0.39125,0.3,0.375,0.5386904761904762,0.6655092592592593,0.23625,0.31828125,0.08133086876155268,0.31765882941470736,2026-04-04T21:35:05,0.3377,4,672,0.5664,0.3183,7,1600,0.4224,0,100,100,gt_based,0,,0,,499.209375,479.259375
275,0.33,0.4475,0.29,0.44125,0.5724431818181818,0.6917279411764706,0.2125,0.313984375,0.06554730384242816,0.3204987165383205,2026-04-04T22:08:23,0.3857,4,704,0.5109,0.314,9,1600,0.412,0,100,100,gt_based,0,,0,,499.37875,465.363125
276,0.18,0.34125,0.18,0.31,0.471875,0.5869661921708185,0.175625,0.258203125,0.15905743740795286,0.388250319284802,2026-04-04T22:15:04,0.2094,1,640,0.5426,0.2582,4,1600,0.3907,0,100,100,gt_based,0,,0,,505.878125,486.705
277,0.19,0.29875,0.22,0.32,0.4797794117647059,0.5861988847583643,0.168125,0.249296875,0.07701193685021178,0.3876871880199667,2026-04-04T22:22:27,0.2418,1,544,0.5174,0.2493,6,1600,0.3819,0,100,100,gt_based,0,,0,,517.9975,503.693125
278,0.34,0.4625,0.3,0.4,0.5815217391304348,0.6471321695760599,0.250625,0.321875,0.08966861598440545,0.31520572450805007,2026-04-04T22:29:25,0.4028,3,736,0.5084,0.3219,6,1600,0.4245,0,100,100,gt_based,0,,0,,506.08125,503.735625
279,0.27,0.3825,0.24,0.335,0.4603658536585366,0.5658003300330033,0.189375,0.267578125,0.14163090128755365,0.34417092429168605,2026-04-04T22:37:33,0.2368,5,656,0.505,0.2676,8,1600,0.3963,0,100,100,gt_based,0,,0,,547.855625,496.868125
280,0.21,0.3483709273182957,0.2,0.32456140350877194,0.42948717948717946,0.5326557093425606,0.180625,0.2725563909774436,0.09256538348516015,0.4460909555442003,2026-04-04T22:44:43,0.195,4,624,0.5021,0.2744,7,1600,0.3984,0,100,100,gt_based,0,,0,,516.8775,497.185625
281,0.22,0.3225,0.27,0.35125,0.45,0.5766616314199395,0.206875,0.284921875,0.08270449743434953,0.3605150214592274,2026-04-04T22:51:19,0.2359,4,640,0.5689,0.2849,8,1600,0.4036,0,100,100,gt_based,0,,0,,491.588125,475.1025
282,0.31,0.4273182957393484,0.27,0.39348370927318294,0.49702380952380953,0.5978180473372781,0.21125,0.31719924812030076,0.08121827411167512,0.354470802919708,2026-04-04T22:59:14,0.2809,5,672,0.5975,0.3186,6,1600,0.4118,0,100,100,gt_based,0,,0,,502.17875,464.8125
283,0.29,0.40628930817610065,0.22,0.3471698113207547,0.46279761904761907,0.5593657817109144,0.211875,0.3151729559748428,0.09219422249539029,0.36788813886210225,2026-04-04T23:06:01,0.2648,3,672,0.4651,0.3144,6,1600,0.4176,0,100,100,gt_based,0,,0,,500.783125,442.6575
284,0.26,0.38375,0.25,0.35625,0.5046875,0.6251750700280112,0.223125,0.31109375,0.08413739868776535,0.38564790913784197,2026-04-04T23:13:28,0.2585,1,640,0.5938,0.3111,5,1600,0.4186,0,100,100,gt_based,0,,0,,475.80625,455.365
285,0.32,0.42875,0.25,0.35,0.4956395348837209,0.6538865546218487,0.223125,0.302578125,0.09396170839469808,0.3729615991583377,2026-04-04T23:20:58,0.2397,3,688,0.5989,0.3026,7,1600,0.4168,0,100,100,gt_based,0,,0,,482.6875,478.348125
286,0.27,0.38875,0.25,0.34,0.49320652173913043,0.6685546875,0.2,0.265390625,0.07678661936137861,0.2767527675276753,2026-04-04T23:28:57,0.2873,4,736,0.5461,0.2654,7,1600,0.4037,0,100,100,gt_based,0,,0,,529.15375,500.0225
287,0.24,0.3575,0.22,0.32375,0.47039473684210525,0.5420597484276729,0.19875,0.274296875,0.09125766871165644,0.3090551181102362,2026-04-04T23:35:50,0.2166,2,608,0.5704,0.2743,6,1600,0.4058,0,100,100,gt_based,0,,0,,499.93,524.02625
288,0.42,0.51125,0.34,0.4375,0.4799107142857143,0.5528375733855186,0.319375,0.402109375,0.0644358407079646,0.3191823899371069,2026-04-04T23:43:39,0.2725,4,896,0.5564,0.4021,3,1600,0.4464,0,100,100,gt_based,0,,0,,502.0125,461.31125
289,0.24,0.380050505050505,0.24,0.3522727272727273,0.4659090909090909,0.6295833333333334,0.1875,0.2883522727272727,0.10319351763584365,0.328042328042328,2026-04-04T23:51:07,0.2708,2,704,0.4987,0.2867,5,1600,0.3982,0,100,100,gt_based,0,,0,,509.05125,439.520625
290,0.26,0.38375,0.25,0.3625,0.49184782608695654,0.5741017964071856,0.20875,0.294609375,0.09128065395095368,0.3743664011585808,2026-04-04T23:58:35,0.2587,2,736,0.4914,0.2946,12,1600,0.4108,0,100,100,gt_based,0,,0,,515.435625,438.2875
291,0.25,0.3572327044025157,0.29,0.39119496855345914,0.4375,0.5819759206798867,0.220625,0.3086477987421384,0.10917721518987342,0.3667061611374408,2026-04-05T00:06:07,0.2333,2,656,0.5412,0.3067,1,1600,0.4113,0,100,100,gt_based,0,,0,,502.85125,432.548125
292,0.32,0.42857142857142855,0.25,0.34962406015037595,0.5421195652173914,0.6451072386058981,0.233125,0.31994047619047616,0.096045197740113,0.3928299008390541,2026-04-05T00:13:21,0.2985,2,736,0.5734,0.3215,9,1600,0.4174,0,100,100,gt_based,0,,0,,486.1775,393.810625
293,0.34,0.47547169811320755,0.3,0.40628930817610065,0.53515625,0.6193965517241379,0.271875,0.37562893081761006,0.11334002006018054,0.3072314933675653,2026-04-05T00:20:38,0.2912,6,768,0.5672,0.3746,7,1600,0.4301,0,100,100,gt_based,0,,0,,491.49,373.388125
294,0.3,0.40302267002518893,0.26,0.3224181360201511,0.490625,0.6048259493670886,0.1975,0.2735358942065491,0.08936970837253057,0.28370927318295736,2026-04-05T00:27:34,0.2975,3,640,0.5754,0.2715,8,1600,0.4037,0,100,100,gt_based,0,,0,,491.59375,406.111875
295,0.29,0.41625,0.23,0.345,0.5986842105263158,0.681657223796034,0.220625,0.306171875,0.12866368604073522,0.3846153846153846,2026-04-05T00:35:23,0.3437,1,608,0.5834,0.3062,5,1600,0.4115,0,100,100,gt_based,0,,0,,511.128125,375.463125
296,0.3,0.40625,0.24,0.3575,0.5289634146341463,0.6128003003003003,0.208125,0.29921875,0.06558533145275035,0.3276157804459692,2026-04-05T00:42:51,0.2906,2,656,0.5625,0.2992,7,1600,0.4067,0,100,100,gt_based,0,,0,,504.373125,397.529375
297,0.23,0.35125,0.26,0.3475,0.3569078947368421,0.4513101983002833,0.220625,0.296484375,0.10124395300621976,0.21753794266441817,2026-04-05T00:50:51,0.1869,5,608,0.5345,0.2965,9,1600,0.4186,0,100,100,gt_based,0,,0,,506.78875,437.226875
298,0.35,0.46875,0.29,0.405,0.4362980769230769,0.5192857142857142,0.21875,0.325078125,0.08962868117797695,0.2828816920026438,2026-04-05T00:58:11,0.2263,4,832,0.5225,0.3251,9,1600,0.4141,0,100,100,gt_based,0,,0,,470.52875,387.0475
299,0.22,0.3275,0.19,0.295,0.5257352941176471,0.5703431372549019,0.159375,0.240859375,0.06728734659331359,0.3560371517027864,2026-04-05T01:04:53,0.3375,4,544,0.4939,0.2409,11,1600,0.3786,0,100,100,gt_based,0,,0,,487.316875,409.97375
300,0.33,0.4461343472750317,0.28,0.37896070975918883,0.5328125,0.602088948787062,0.231875,0.3107572877059569,0.0669029685423128,0.39423546653639474,2026-04-05T01:37:21,0.3208,6,640,0.5477,0.3137,3,1600,0.4156,0,100,100,gt_based,0,,0,,514.205,398.28875
301,0.27,0.3836477987421384,0.22,0.3119496855345912,0.5198170731707317,0.597809667673716,0.206875,0.2971698113207547,0.08853615520282188,0.3247357293868922,2026-04-05T01:44:52,0.321,2,656,0.5586,0.2957,5,1600,0.4086,0,100,100,gt_based,0,,0,,481.6725,393.6325
302,0.25,0.3325,0.23,0.29125,0.5282258064516129,0.614990234375,0.16,0.232578125,0.08608949416342412,0.27410313901345296,2026-04-05T01:52:37,0.3239,1,496,0.5723,0.2326,5,1600,0.3757,0,100,100,gt_based,0,,0,,523.791875,409.3325
303,0.32,0.41635220125786165,0.28,0.37735849056603776,0.45170454545454547,0.5778301886792453,0.19875,0.285062893081761,0.05859774820880246,0.37830687830687826,2026-04-05T02:00:23,0.2438,7,704,0.4566,0.2837,8,1600,0.4066,0,100,100,gt_based,0,,0,,535.49375,404.473125
304,0.29,0.4125,0.27,0.39625,0.5580357142857143,0.6495786516853933,0.2225,0.325234375,0.08435072142064373,0.33191670208244795,2026-04-05T02:08:15,0.3435,1,672,0.4932,0.3252,6,1600,0.4203,0,100,100,gt_based,0,,0,,500.96375,384.858125
305,0.39,0.49875,0.34,0.46875,0.56640625,0.6523085585585585,0.2775,0.369375,0.06210078069552875,0.2827557058326289,2026-04-05T02:15:07,0.3988,2,768,0.5303,0.3694,5,1600,0.4378,0,100,100,gt_based,0,,0,,483.893125,405.245
306,0.3,0.4025,0.3,0.39,0.5729166666666666,0.6611280487804878,0.25625,0.331484375,0.08863025962399283,0.40806945863125643,2026-04-05T02:21:52,0.317,0,672,0.5636,0.3315,9,1600,0.4268,0,100,100,gt_based,0,,0,,487.918125,413.841875
307,0.24,0.39125,0.26,0.3775,0.5342261904761905,0.6561507936507937,0.196875,0.309375,0.054617980975759435,0.273542600896861,2026-04-05T02:27:59,0.3158,2,672,0.5023,0.3094,6,1600,0.4067,0,100,100,gt_based,0,,0,,485.30125,402.63875
308,0.3,0.4,0.29,0.38125,0.48828125,0.5957848837209302,0.26875,0.352734375,0.09366715758468336,0.5712866368604074,2026-04-05T02:35:43,0.2236,8,768,0.5559,0.3527,4,1600,0.4425,0,100,100,gt_based,0,,0,,507.19875,420.52875
309,0.3,0.4325,0.29,0.41625,0.5608108108108109,0.6411411411411412,0.208125,0.317265625,0.08701854493580599,0.3596276335129839,2026-04-05T02:43:29,0.3331,1,592,0.5373,0.3173,6,1600,0.4097,0,100,100,gt_based,0,,0,,509.1875,440.31
310,0.26,0.36875,0.19,0.29375,0.4142857142857143,0.5863095238095238,0.170625,0.2521875,0.09387755102040816,0.2743425728500355,2026-04-05T02:49:50,0.2582,3,560,0.5721,0.2522,5,1600,0.3821,0,100,100,gt_based,0,,0,,481.954375,410.956875
311,0.3,0.39875,0.27,0.355,0.5392441860465116,0.5938333333333333,0.234375,0.311015625,0.1043956043956044,0.43089430894308944,2026-04-05T02:57:17,0.2679,3,688,0.5468,0.311,7,1600,0.422,0,100,100,gt_based,0,,0,,481.509375,435.868125
312,0.33,0.4425,0.26,0.3275,0.44625,0.5808011049723757,0.22625,0.302890625,0.045236013986013984,0.23643092105263153,2026-04-05T03:05:17,0.3172,8,800,0.4932,0.3029,5,1600,0.4211,0,100,100,gt_based,0,,0,,508.53125,455.689375
313,0.26,0.3525,0.25,0.335,0.47560975609756095,0.5809701492537314,0.209375,0.28359375,0.08325389259612329,0.3167420814479638,2026-04-05T03:12:58,0.2864,3,656,0.5486,0.2836,5,1600,0.4096,0,100,100,gt_based,0,,0,,488.5725,455.6
314,0.29,0.4275,0.24,0.32375,0.4211309523809524,0.5283333333333333,0.1875,0.27203125,0.04894179894179894,0.3126151012891344,2026-04-05T03:20:40,0.2394,6,672,0.4773,0.272,12,1600,0.394,0,100,100,gt_based,0,,0,,508.976875,537.0475
315,0.29,0.3925,0.28,0.39,0.5421875,0.6327903682719547,0.220625,0.310234375,0.13058963197467352,0.3961259079903148,2026-04-05T03:27:42,0.3306,3,640,0.5429,0.3102,8,1600,0.4102,0,100,100,gt_based,0,,0,,486.67,478.2525
316,0.29,0.41729323308270677,0.23,0.32456140350877194,0.4771341463414634,0.5663807189542484,0.19125,0.2949561403508772,0.10598656078191815,0.2773000859845228,2026-04-05T03:35:22,0.2936,1,656,0.551,0.2952,7,1600,0.4096,0,100,100,gt_based,0,,0,,481.196875,498.211875
317,0.28,0.41625,0.22,0.34,0.4694767441860465,0.5676813471502591,0.24125,0.345390625,0.0725946509204585,0.3635432667690732,2026-04-05T03:43:12,0.2682,5,688,0.613,0.3454,8,1600,0.4292,0,100,100,gt_based,0,,0,,492.221875,479.951875
318,0.31,0.45,0.27,0.41875,0.47674418604651164,0.5738333333333333,0.234375,0.3346875,0.14398897692042714,0.26650831353919235,2026-04-05T03:50:50,0.2481,1,688,0.5744,0.3347,6,1600,0.4241,0,100,100,gt_based,0,,0,,473.8625,459.07625
319,0.31,0.4166666666666667,0.29,0.39646464646464646,0.48255813953488375,0.5619973190348525,0.233125,0.3262310606060606,0.09003957783641162,0.4277888446215139,2026-04-05T03:58:26,0.2839,7,688,0.4944,0.3314,6,1600,0.4256,0,100,100,gt_based,0,,0,,486.823125,461.03625
320,0.34,0.43125,0.29,0.395,0.5583333333333333,0.6445405727923628,0.261875,0.34703125,0.06215316315205328,0.46190250828206336,2026-04-05T04:06:26,0.332,2,720,0.6058,0.347,4,1600,0.4302,0,100,100,gt_based,0,,0,,458.846875,443.9875
321,0.28,0.43625,0.26,0.3725,0.5677083333333334,0.6622844827586207,0.18125,0.274765625,0.09590849098108227,0.3630047763786366,2026-04-05T04:14:15,0.3431,0,576,0.5361,0.2748,10,1600,0.3977,0,100,100,gt_based,0,,0,,473.4075,466.145625
322,0.22,0.3625,0.22,0.3425,0.5477941176470589,0.720371972318339,0.180625,0.271875,0.11452408039438756,0.33333333333333337,2026-04-05T04:21:57,0.3153,2,544,0.5981,0.2719,6,1600,0.3956,0,100,100,gt_based,0,,0,,489.18625,450.155625
323,0.32,0.45125,0.29,0.42125,0.4904891304347826,0.6415847665847666,0.254375,0.35703125,0.07668539325842696,0.36737089201877937,2026-04-05T04:29:19,0.2889,3,736,0.5294,0.357,8,1600,0.4322,0,100,100,gt_based,0,,0,,484.15875,435.380625
324,0.25,0.36809045226130654,0.29,0.36809045226130654,0.543918918918919,0.6292279411764706,0.2125,0.30394158291457285,0.05475251861585633,0.3276157804459692,2026-04-05T04:35:55,0.3522,2,592,0.5523,0.3068,3,1600,0.4138,0,100,100,gt_based,0,,0,,465.999375,455.509375
325,0.25,0.4,0.26,0.3675,0.4578125,0.565143504531722,0.206875,0.3065625,0.11048158640226628,0.3508771929824561,2026-04-05T05:06:56,0.2277,1,640,0.5284,0.3066,8,1600,0.4099,0,100,100,gt_based,0,,0,,481.645625,492.12
326,0.25,0.36397984886649876,0.26,0.3765743073047859,0.5526315789473685,0.6400075987841946,0.205625,0.30919395465994964,0.0920016576875259,0.4183325207215992,2026-04-05T05:14:22,0.3125,3,608,0.5143,0.3144,10,1600,0.41,0,100,100,gt_based,0,,0,,480.146875,492.37625
327,0.3,0.41457286432160806,0.29,0.39949748743718594,0.5,0.58640625,0.25,0.3204302763819096,0.10462107208872458,0.44048170449282076,2026-04-05T05:22:04,0.1872,4,704,0.5559,0.3208,3,1600,0.4277,0,100,100,gt_based,0,,0,,459.536875,429.024375
328,0.32,0.4575,0.3,0.40125,0.42777777777777776,0.4903975741239892,0.231875,0.346640625,0.06652744630071598,0.26836917562724016,2026-04-05T05:28:12,0.2578,3,720,0.5387,0.3466,5,1600,0.4238,0,100,100,gt_based,0,,0,,473.54875,439.984375
329,0.27,0.44375,0.25,0.415,0.5450581395348837,0.6354166666666666,0.23625,0.351796875,0.0899042004421518,0.3370436331255565,2026-04-05T05:35:46,0.3396,4,688,0.5637,0.3518,6,1600,0.4254,0,100,100,gt_based,0,,0,,481.388125,416.8025
330,0.35,0.4648241206030151,0.3,0.39195979899497485,0.5416666666666666,0.6325757575757576,0.226875,0.31022298994974873,0.08908600077130736,0.30540195661420677,2026-04-05T05:42:13,0.3172,1,672,0.6219,0.3087,4,1600,0.4236,0,100,100,gt_based,0,,0,,458.166875,447.77
331,0.32,0.42355889724310775,0.38,0.462406015037594,0.5760869565217391,0.6977011494252874,0.271875,0.34539473684210525,0.07674597083653108,0.38325791855203617,2026-04-05T05:49:55,0.3395,3,736,0.5259,0.3469,7,1600,0.4386,0,100,100,gt_based,0,,0,,459.38,475.81375
332,0.32,0.4475,0.31,0.42,0.5026595744680851,0.6231527093596059,0.25375,0.359765625,0.18189910979228488,0.4164358264081256,2026-04-05T05:57:15,0.268,4,752,0.5715,0.3598,8,1600,0.4271,0,100,100,gt_based,0,,0,,475.62375,485.28125
333,0.25,0.4125,0.21,0.33875,0.4847972972972973,0.6379237288135593,0.184375,0.295859375,0.09520725388601037,0.3719951923076923,2026-04-05T06:05:07,0.324,3,592,0.5306,0.2959,7,1600,0.3979,0,100,100,gt_based,0,,0,,498.63625,474.931875
334,0.26,0.36875,0.25,0.35,0.5252976190476191,0.6583094555873925,0.218125,0.309296875,0.09626016260162602,0.3831820353559484,2026-04-05T06:11:44,0.2909,3,672,0.493,0.3093,6,1600,0.414,0,100,100,gt_based,0,,0,,481.99125,450.238125
335,0.22,0.38625,0.22,0.325,0.4831081081081081,0.5956811797752809,0.2225,0.319375,0.11956971452213488,0.4297277409860192,2026-04-05T06:18:53,0.2619,2,592,0.6058,0.3194,7,1600,0.4224,0,100,100,gt_based,0,,0,,490.558125,471.101875
336,0.26,0.41125,0.23,0.35625,0.53125,0.6528409090909091,0.20625,0.300859375,0.14560639070442993,0.39075249320036265,2026-04-05T06:25:18,0.2971,1,640,0.5546,0.3009,8,1600,0.4069,0,100,100,gt_based,0,,0,,478.470625,459.22
337,0.33,0.4375,0.31,0.41,0.5464743589743589,0.6093299711815562,0.216875,0.308359375,0.08250539956803456,0.2791686348606519,2026-04-05T06:31:30,0.3959,2,624,0.5238,0.3084,7,1600,0.4196,0,100,100,gt_based,0,,0,,470.61125,455.473125
338,0.25,0.3425,0.21,0.30125,0.4951923076923077,0.5860943775100401,0.155625,0.233125,0.04813939751919669,0.26893649579188983,2026-04-05T06:38:13,0.3153,4,624,0.5393,0.2331,9,1600,0.3817,0,100,100,gt_based,0,,0,,506.713125,480.0325
339,0.24,0.30904522613065327,0.22,0.28391959798994976,0.5,0.5709876543209876,0.151875,0.23288316582914573,0.07580778790389395,0.25291005291005286,2026-04-05T06:45:10,0.323,2,512,0.4985,0.2317,9,1600,0.3704,0,100,100,gt_based,0,,0,,496.0525,486.07875
340,0.33,0.4379746835443038,0.33,0.40632911392405063,0.46683673469387754,0.5913130733944955,0.2725,0.34556962025316457,0.049307479224376734,0.3539325842696629,2026-04-05T06:51:38,0.258,4,784,0.5457,0.345,11,1600,0.4371,0,100,100,gt_based,0,,0,,495.08875,483.484375
341,0.29,0.3925,0.24,0.34125,0.5327380952380952,0.6196192052980133,0.18875,0.274765625,0.12014365001632386,0.3157157857892895,2026-04-05T06:58:42,0.3232,4,672,0.499,0.2748,12,1600,0.394,0,100,100,gt_based,0,,0,,473.284375,475.045625
342,0.34,0.4423558897243108,0.31,0.38847117794486213,0.5757978723404256,0.6524182561307902,0.229375,0.3043546365914787,0.0901909150757077,0.31486226777706594,2026-04-05T07:06:33,0.3572,2,752,0.5376,0.3056,5,1600,0.4206,0,100,100,gt_based,0,,0,,496.2525,472.490625
343,0.3,0.43702770780856426,0.24,0.353904282115869,0.5163690476190477,0.6042888563049853,0.213125,0.30573047858942065,0.0998933522929257,0.29802658074909383,2026-04-05T07:14:18,0.3173,4,672,0.5406,0.3034,6,1600,0.4154,0,100,100,gt_based,0,,0,,483.5725,519.554375
344,0.27,0.3825,0.25,0.34875,0.532051282051282,0.633578431372549,0.223125,0.305703125,0.1348221670802316,0.354908306364617,2026-04-05T07:20:46,0.2995,4,624,0.5829,0.3057,6,1600,0.4139,0,100,100,gt_based,0,,0,,473.7775,494.31625
345,0.29,0.38375,0.28,0.3725,0.5565476190476191,0.6776574803149606,0.238125,0.315234375,0.08983180428134556,0.4549019607843138,2026-04-05T07:27:32,0.3435,0,672,0.5904,0.3152,2,1600,0.418,0,100,100,gt_based,0,,0,,475.111875,508.910625
346,0.3,0.40625,0.27,0.39875,0.4265625,0.5131676557863502,0.210625,0.29828125,0.06372239747634069,0.3843861740166865,2026-04-05T07:35:22,0.1647,2,640,0.5768,0.2983,10,1600,0.4137,0,100,100,gt_based,0,,0,,502.32625,516.37
347,0.26,0.39875,0.26,0.37875,0.5232558139534884,0.6299019607843137,0.19125,0.283046875,0.08759783263094521,0.32007168458781365,2026-04-05T07:42:25,0.3061,1,688,0.5031,0.283,6,1600,0.4046,0,100,100,gt_based,0,,0,,484.63875,525.69875
348,0.29,0.3875,0.24,0.32875,0.5557432432432432,0.655542071197411,0.193125,0.285859375,0.15770609318996415,0.4638501742160279,2026-04-05T07:48:50,0.2048,0,592,0.6019,0.2859,8,1600,0.4062,0,100,100,gt_based,0,,0,,482.35875,560.105625
349,0.26,0.4,0.23,0.3559748427672956,0.5069444444444444,0.6050627240143369,0.174375,0.26635220125786163,0.06134301270417423,0.2779168753129695,2026-04-05T07:56:45,0.3277,4,576,0.533,0.2647,7,1600,0.3956,0,100,100,gt_based,0,,0,,501.105625,541.074375
